BGC_NAME	TAXA_NAME	ACC_ID	PERC_IDENT	COVERAGE	ORGANISM	PHYLUM	Manual_PHYLUM	Manual_ORGANISM
V1.CD35.1__NODE_26_length_121253_cov_16.4398__25354__nrps__ANTISMASH__0_25354	"Clostridium bolteae WAL-14578 supercont1.2, whole genome shotgun sequence"	NZ_KQ235846	95.262	81	N/A	N/A	Firmicutes	 Clostridium bolteae WAL-14578
V1.CD35.1__NODE_3185_length_6846_cov_4.30231__6846__siderophore__ANTISMASH__0_6846	"Escherichia coli strain G199 G199_chromosome, whole genome shotgun sequence"	NZ_LSUP01000001	99.973	81	Escherichia coli	Proteobacteria		
V1.CD35.1__NODE_3453_length_6346_cov_2.92879__6346__lantipeptide__ANTISMASH__0_6346	"Blautia sp. N6H1-15 strain KCTC 15426 chromosome, complete genome"	NZ_CP030280	99.879	75	N/A	N/A	Firmicutes	Blautia sp. N6H1-15
V1.CD36.0__NODE_441_length_59544_cov_19.0451__25820__nrps__ANTISMASH__33724_59544	"Fusicatenibacter saccharivorans strain 2789STDY5834923, whole genome shotgun sequence"	NZ_CZBB01000024	96.154	71	Fusicatenibacter saccharivorans	Firmicutes		
V1.CD36.0__NODE_839_length_38782_cov_4.06035__38782__arylpolyene__ANTISMASH__0_38782	"Sutterella wadsworthensis 3_1_45B supercont1.4, whole genome shotgun sequence"	NZ_GL636543	98.137	99	Sutterella wadsworthensis 3_1_45B	Proteobacteria		
V1.CD36.0__NODE_2801_length_13423_cov_22.0976__13423__lantipeptide__ANTISMASH__0_13423	"Blautia sp. Marseille-P2398, whole genome shotgun sequence"	NZ_LT546009	99.746	92	N/A	N/A	Firmicutes	Blautia sp. Marseille-P2398
V1.CD38.0__NODE_2_length_378362_cov_7.25396__30136__terpene__ANTISMASH__348226_378362	"Akkermansia muciniphila strain GP36 scaf-1, whole genome shotgun sequence"	NZ_PJKR01000001	99.473	100	Akkermansia muciniphila	Verrucomicrobia		
V1.CD38.0__NODE_418_length_53580_cov_12.3473__35847__arylpolyene__ANTISMASH__0_35847	"Bacteroides congonensis strain Marseille-P3132, whole genome shotgun sequence"	NZ_FQXY01000011	99.028	98	N/A	N/A	Bacteroidetes	Bacteroides congonensis
V1.CD38.0__NODE_468_length_50392_cov_6.9943__50392__nrps__ANTISMASH__0_50392	Ruminococcus champanellensis type strain 18P13T draft genome	NC_021039	99.182	99	Ruminococcus champanellensis (strain DSM 18848 / JCM 17042 / KCTC 15320 / 18P13)	Firmicutes		
V1.CD38.0__NODE_1485_length_22894_cov_6.94982__22894__lantipeptide__ANTISMASH__0_22894	"Streptococcus salivarius strain MIT 14-1770-C1 NODE_5_length_168177_cov_24.2484, whole genome shotgun sequence"	NZ_NXMB01000005	97.319	73	Streptococcus salivarius	Firmicutes		
V1.CD38.0__NODE_2669_length_14338_cov_7.24358__6257__bacteriocin__ANTISMASH__8081_14338	"Streptococcus sp. HMSC064D12 Scaffold137, whole genome shotgun sequence"	NZ_KV831751	98.574	92	N/A	N/A	Firmicutes	Streptococcus sp. HMSC064D12
V1.CD41.0__NODE_43_length_139509_cov_97.9643__53525__nrps__ANTISMASH__80787_134312	"Escherichia coli FAH1 contig0014, whole genome shotgun sequence"	NZ_AYJZ01000014	99.983	100	N/A	N/A	Proteobacteria	Escherichia coli FAH1
V1.CD41.0__NODE_147_length_95504_cov_10.0701__39311__bacteriocin-arylpolyene__ANTISMASH__41138_80449	"Dakarella massiliensis strain ND3, whole genome shotgun sequence"	NZ_CVTY01000007	99.944	100	N/A	N/A	Proteobacteria	Dakarella massiliensis
V1.CD41.0__NODE_1572_length_24274_cov_4.60911__24274__nrps__ANTISMASH__0_24274	"Veillonella sp. S13053-19 Contig_10_len_151515, whole genome shotgun sequence"	NZ_PPDA01000010	98.798	52	Veillonella sp. S13053-19	Firmicutes		
V1.CD41.0__NODE_2475_length_16182_cov_2.60662__16182__other__ANTISMASH__0_16182	"Ruminococcus torques strain 2789STDY5608833, whole genome shotgun sequence"	NZ_CZBR01000003	96.394	68	Ruminococcus torques	Firmicutes		
V1.CD41.0__NODE_3206_length_12450_cov_111.015__11725__bacteriocin__ANTISMASH__725_12450	"Blautia sp. KLE 1732 Scaffold325, whole genome shotgun sequence"	NZ_KE993355	99.954	75	Blautia sp. KLE 1732	Firmicutes		
V1.CD41.0__NODE_5730_length_6247_cov_2.11111__6247__nrps__ANTISMASH__0_6247	"Dorea sp. Marseille-P4003, whole genome shotgun sequence"	NZ_OEPZ01000003	99.355	82	N/A	N/A	Firmicutes	Dorea sp. Marseille-P4003
V1.CD6.4__NODE_57_length_101213_cov_11.7711__30151__lantipeptide__ANTISMASH__34740_64891	"Bacteroides fragilis str. 3783N1-6 gbf3783N16.contig.43, whole genome shotgun sequence"	NZ_JGEU01000044	99.973	100	Bacteroides fragilis str. 3783N1-6	Bacteroidetes		
V1.CD7.0__NODE_1296_length_12802_cov_7.41359__12802__resorcinol__ANTISMASH__0_12802	"Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 strain DSM 17679 aczJl-supercont1.2, whole genome shotgun sequence"	NZ_KB905473	97.81	81	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223	Bacteroidetes		
V1.CD7.4__NODE_132_length_76953_cov_16.3885__52413__nrps__ANTISMASH__9925_62338	"Clostridium scindens ATCC 35704 Scfld_02_21, whole genome shotgun sequence"	NZ_DS499699	99.765	100	Clostridium scindens ATCC 35704	Firmicutes		
V1.CD7.4__NODE_401_length_46986_cov_61.8892__46986__nrps__ANTISMASH__0_46986	"Dorea sp. Marseille-P4003, whole genome shotgun sequence"	NZ_OEPZ01000003	97.875	80	N/A	N/A	Firmicutes	Dorea sp. Marseille-P4003
V1.CD7.4__NODE_615_length_36195_cov_6.48605__23288__lantipeptide__ANTISMASH__12907_36195	"Bifidobacterium pseudocatenulatum IPLA36007 BCPBCP000003, whole genome shotgun sequence"	NZ_JEOD01000003	99.561	95	Bifidobacterium pseudocatenulatum IPLA36007	Actinobacteria		
V1.CD7.4__NODE_1309_length_19842_cov_3.23566__6653__bacteriocin__ANTISMASH__13189_19842	"Streptococcus thermophilus strain CS8, complete genome"	NZ_CP016439	99.877	100	Streptococcus thermophilus	Firmicutes		
V1.CD7.4__NODE_2427_length_10544_cov_3.75517__10544__bacteriocin__ANTISMASH__0_10544	"Streptococcus thermophilus strain S9, complete genome"	NZ_CP013939	99.915	56	Streptococcus thermophilus	Firmicutes		
V1.CD7.4__NODE_2565_length_9878_cov_2.43663__9878__bacteriocin__ANTISMASH__0_9878	"Eggerthella lenta strain 11C NODE_4, whole genome shotgun sequence"	NZ_PPUS01000004	99.99	100	N/A	N/A	Actinobacteria	Eggerthella lenta
V1.UC10.2__NODE_1242_length_22239_cov_2.60192__22239__arylpolyene__ANTISMASH__0_22239	"Bacteroides cellulosilyticus strain CL09T06C25 AA416_contig0022, whole genome shotgun sequence"	NZ_LRGD01000022	98.935	94	Bacteroides cellulosilyticus	Bacteroidetes		
V1.UC10.2__NODE_5354_length_7045_cov_1.82761__7045__arylpolyene__ANTISMASH__0_7045	"Akkermansia muciniphila strain GP14 scaf-1, whole genome shotgun sequence"	NZ_PJLI01000001	99.555	77	Akkermansia muciniphila	Verrucomicrobia		
V1.UC10.2__NODE_6620_length_5809_cov_1.68874__5809__terpene__ANTISMASH__0_5809	"Akkermansia muciniphila strain GP29 scaf-2, whole genome shotgun sequence"	NZ_PJKS01000002	99.251	83	N/A	N/A	Verrucomicrobia	Akkermansia muciniphila
V1.UC1.0__NODE_103_length_77806_cov_22.4112__41221__arylpolyene__ANTISMASH__23043_64264	"Bacteroides cellulosilyticus CL02T12C19 supercont1.1, whole genome shotgun sequence"	NZ_JH724085	99.335	100	Bacteroides cellulosilyticus CL02T12C19	Bacteroidetes		
V1.UC1.0__NODE_143_length_67550_cov_5.59133__45408__nrps__ANTISMASH__0_45408	"Eubacterium rectale ATCC 33656, complete genome"	NC_012781	98.754	77	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	Firmicutes		
V1.UC1.0__NODE_1015_length_24083_cov_2.07129__24083__nrps__ANTISMASH__0_24083	"Blautia wexlerae strain 2789STDY5834911, whole genome shotgun sequence"	NZ_CZAW01000050	98.195	59	Blautia wexlerae	Firmicutes		
V1.UC1.0__NODE_1178_length_21947_cov_2.40837__21947__lantipeptide__ANTISMASH__0_21947	"Lachnoclostridium sp. SNUG30099 scaffold_19, whole genome shotgun sequence"	NZ_PYLQ01000020	99.962	88	Lachnoclostridium sp. SNUG30099	Firmicutes		
V1.UC11.0__NODE_199_length_53706_cov_23.1665__48348__nrps__ANTISMASH__0_48348	"Eubacterium sp. 3_1_31 supercont1.1, whole genome shotgun sequence"	NZ_JH594448	98.751	74	Eubacterium sp. 3_1_31	Firmicutes		
V1.UC11.0__NODE_252_length_46982_cov_4.5877__46982__nrps__ANTISMASH__0_46982	"Eisenbergiella tayi strain NML120147 BEI64_contig000041, whole genome shotgun sequence"	NZ_MEHE01000041	98.172	81	Eisenbergiella tayi	Firmicutes		
V1.UC11.0__NODE_253_length_46952_cov_2.82809__23073__lantipeptide__ANTISMASH__23879_46952	"Eisenbergiella massiliensis strain AT11, whole genome shotgun sequence"	NZ_LT969517	99.006	99	N/A	N/A	Firmicutes	Eisenbergiella massiliensis
V1.UC11.0__NODE_968_length_19914_cov_2.10665__19914__bacteriocin__ANTISMASH__0_19914	"Streptococcus thermophilus MN-ZLW-002, complete genome"	NC_017927	99.647	99	N/A	N/A	Firmicutes	Streptococcus thermophilus MN-ZLW-002
V1.UC11.0__NODE_2662_length_8372_cov_1.74161__8372__nrps__ANTISMASH__0_8372	"Blautia obeum strain 2789STDY5834957, whole genome shotgun sequence"	NZ_CZBP01000019	99.789	57	Blautia obeum	Firmicutes		
V1.UC11.5__NODE_121_length_111148_cov_7.08689__47506__arylpolyene__ANTISMASH__49485_96991	"Bacteroides stercorirosoris strain DSM 26884, whole genome shotgun sequence"	NZ_FQZN01000002	99.212	88	Bacteroides stercorirosoris	Bacteroidetes		
V1.UC11.5__NODE_195_length_91064_cov_10.1457__48991__nrps__ANTISMASH__24740_73731	"Blautia sp. Marseille-P2398, whole genome shotgun sequence"	NZ_LT546010	99.308	100	N/A	N/A	Firmicutes	Blautia sp. Marseille-P2398
V1.UC11.5__NODE_263_length_78317_cov_12.5753__52597__nrps__ANTISMASH__21910_74507	"Clostridiales bacterium VE202-27, whole genome shotgun sequence"	NZ_BAIJ02000004	99.243	66	N/A	N/A	Firmicutes	Clostridiales bacterium VE202-27
V1.UC11.5__NODE_429_length_60760_cov_18.0075__40215__lantipeptide-t2pks__ANTISMASH__2747_42962	"Blautia wexlerae DSM 19850 K316DRAFT_scaffold00027.27_C, whole genome shotgun sequence"	NZ_AXVN01000027	97.736	83	N/A	N/A	Firmicutes	Blautia wexlerae DSM 19850
V1.UC11.5__NODE_506_length_56838_cov_10.9783__22643__lantipeptide__ANTISMASH__1275_23918	"Clostridium sp. KLE 1755 Scaffold408, whole genome shotgun sequence"	NZ_KE992698	98.967	100	Clostridium sp. KLE 1755	Firmicutes		
V1.UC11.5__NODE_567_length_53443_cov_7.42564__43553__nrps__ANTISMASH__0_43553	"Blautia schinkii DSM 10518 T506DRAFT_scaffold00034.34_C, whole genome shotgun sequence"	NZ_JNKJ01000037	99.961	82	N/A	N/A	Firmicutes	Blautia schinkii DSM 10518
V1.UC13.0__NODE_517_length_7555_cov_0.716933__7555__bacteriocin__ANTISMASH__0_7555	"Eubacterium rectale strain T1-815, whole genome shotgun sequence"	NZ_CVRQ01000029	99.912	90	Eubacterium rectale	Firmicutes		
V1.UC13.3__NODE_8_length_352946_cov_11.3323__43253__nrps__ANTISMASH__246457_289710	"Blautia obeum strain 2789STDY5608837, whole genome shotgun sequence"	NZ_CYZD01000004	99.846	66	Blautia obeum	Firmicutes		
V1.UC13.3__NODE_1109_length_23662_cov_9.63892__10210__microcin__ANTISMASH__0_10210	"Dialister sp. Marseille-P5638 genome assembly, chromosome: contig00001"	NZ_LT996885	99.471	99	N/A	N/A	Firmicutes	Dialister sp. Marseille-P5638
V1.UC13.3__NODE_2408_length_11861_cov_2.35185__11861__nrps__ANTISMASH__0_11861	"Gordonibacter sp. An230 An230_contig_6, whole genome shotgun sequence"	NZ_NFJP01000006	99.389	99	N/A	N/A	Actinobacteria	Gordonibacter sp. An230
V1.UC14.1__NODE_239_length_67088_cov_15.7021__15919__lantipeptide__ANTISMASH__51169_67088	"Bifidobacterium dentium strain DE-29, whole genome shotgun sequence"	NZ_BCYE01000017	99.95	100	N/A	N/A	Actinobacteria	Bifidobacterium dentium
V1.UC14.1__NODE_357_length_50803_cov_2.69591__31177__nrps__ANTISMASH__19626_50803	"Bilophila wadsworthia ATCC 49260 T370DRAFT_scaffold00001.1_C, whole genome shotgun sequence"	NZ_JNJP01000001	99.191	99	N/A	N/A	Proteobacteria	Bilophila wadsworthia ATCC 49260
V1.UC14.1__NODE_397_length_46579_cov_3.97444__45038__nrps__ANTISMASH__0_45038	"Slackia exigua ATCC 700122 Scfld0, whole genome shotgun sequence"	NZ_GG700630	98.68	100	Slackia exigua (strain ATCC 700122 / DSM 15923 / CIP 105133 / JCM 11022 / KCTC 5966 / S-7)	Actinobacteria		
V1.UC14.1__NODE_669_length_30093_cov_3.78657__28190__bacteriocin__ANTISMASH__1903_30093	"Escherichia coli strain OLC-1555 Cont0042, whole genome shotgun sequence"	NZ_JXVP01000042	99.944	84	N/A	N/A	Proteobacteria	Escherichia coli
V1.UC14.1__NODE_828_length_25519_cov_3.37512__22344__arylpolyene__ANTISMASH__0_22344	"Prevotella buccae D17 supercont1.2, whole genome shotgun sequence"	NZ_GG739927	98.794	99	Prevotella buccae D17	Bacteroidetes		
V1.UC14.1__NODE_2873_length_6706_cov_3.45647__6706__arylpolyene__ANTISMASH__0_6706	"Prevotella buccae ATCC 33574 SCAFFOLD1, whole genome shotgun sequence"	NZ_GL586311	99.136	100	Prevotella buccae ATCC 33574	Bacteroidetes		
V1.UC15.3__NODE_28_length_245338_cov_5.74642__41143__resorcinol__ANTISMASH__115129_156272	"Bacteroides caccae strain 2789STDY5834880, whole genome shotgun sequence"	NZ_CZAI01000009	99.966	71	Bacteroides caccae	Bacteroidetes		
V1.UC15.3__NODE_2307_length_14119_cov_2.78363__14119__bacteriocin__ANTISMASH__0_14119	"Streptococcus salivarius strain 37-08 S12 SAS1201000042, whole genome shotgun sequence"	NZ_LXII01000042	98.471	100	Streptococcus salivarius	Firmicutes		
V1.UC16.0__NODE_20_length_126585_cov_7.25916__16603__bacteriocin__ANTISMASH__109982_126585	"Streptococcus salivarius strain HS0302 Contig16, whole genome shotgun sequence"	NZ_NSIW01000016	94.703	97	N/A	N/A	Firmicutes	Streptococcus salivarius
V1.UC16.0__NODE_314_length_34365_cov_26.1695__18887__lantipeptide__ANTISMASH__0_18887	"Blautia hansenii DSM 20583 Scfld3, whole genome shotgun sequence"	NZ_GG698591	98.799	77	Blautia hansenii DSM 20583	Firmicutes		
V1.UC16.0__NODE_1233_length_13017_cov_3.09158__13017__bacteriocin__ANTISMASH__0_13017	"Blautia wexlerae AGR2146 G599DRAFT_scaffold00010.10_C, whole genome shotgun sequence"	NZ_AUJF01000011	95.559	54	N/A	N/A	Firmicutes	Blautia wexlerae AGR2146
V1.UC16.0__NODE_1799_length_9155_cov_2.16286__9155__lantipeptide__ANTISMASH__0_9155	"Clostridiales bacterium VE202-26, whole genome shotgun sequence"	NZ_BAII02000009	94.48	83	N/A	N/A	Firmicutes	Clostridiales bacterium VE202-26
V1.UC17.2__NODE_171_length_64296_cov_6.23947__50594__nrps-lantipeptide__ANTISMASH__0_50594	"Finegoldia magna strain 12T272 3c, whole genome shotgun sequence"	NZ_NDYF01000017	99.95	59	Finegoldia magna (Peptostreptococcus magnus)	Firmicutes		
V1.UC17.2__NODE_1842_length_15697_cov_9.85967__15697__arylpolyene__ANTISMASH__0_15697	"Alistipes sp. An31A An31A_contig_5, whole genome shotgun sequence"	NZ_NFIO01000005	98.442	91	N/A	N/A	Bacteroidetes	Alistipes sp. An31A
V1.UC17.2__NODE_2642_length_11701_cov_17.0616__11701__nrps__ANTISMASH__0_11701	"Gordonibacter sp. An230 An230_contig_6, whole genome shotgun sequence"	NZ_NFJP01000006	98.342	76	N/A	N/A	Actinobacteria	Gordonibacter sp. An230
V1.UC17.2__NODE_5086_length_6146_cov_5.5733__6146__arylpolyene__ANTISMASH__0_6146	"Alistipes sp. Marseille-P5061, whole genome shotgun sequence"	NZ_LT985750	99.566	98	N/A	N/A	Bacteroidetes	Alistipes sp. Marseille-P5061
V1.UC17.2__NODE_5797_length_5378_cov_5.92899__5378__arylpolyene__ANTISMASH__0_5378	"Alistipes sp. Marseille-P5061, whole genome shotgun sequence"	NZ_LT985750	98.012	98	N/A	N/A	Bacteroidetes	Alistipes sp. Marseille-P5061
V1.UC2.0__NODE_2950_length_10169_cov_1.06565__10169__nrps__ANTISMASH__0_10169	"Streptococcus mutans B24Sm2 contig_310, whole genome shotgun sequence"	NZ_ALYV01000062	98.819	75	N/A	N/A	Firmicutes	Streptococcus mutans B24Sm2
V1.UC2.0__NODE_3288_length_9230_cov_2.07673__9230__lantipeptide__ANTISMASH__0_9230	"Ruminococcus sp. 5_1_39BFAA acpfZ-supercont2.3, whole genome shotgun sequence"	NZ_ACII02000003	97.496	69	Ruminococcus sp. 5_1_39BFAA	Firmicutes		
V1.UC2.0__NODE_3809_length_8015_cov_2.12236__8015__lassopeptide__ANTISMASH__0_8015	"Streptococcus salivarius strain 85-06 S24 SAS2401000007, whole genome shotgun sequence"	NZ_LXOU01000007	98.458	87	Streptococcus salivarius	Firmicutes		
V1.UC2.0__NODE_4539_length_6887_cov_1.22834__6887__nrps__ANTISMASH__0_6887	"Blautia sp. Marseille-P2398, whole genome shotgun sequence"	NZ_LT546010	99.699	77	N/A	N/A	Firmicutes	Blautia sp. Marseille-P2398
V1.UC2.0__NODE_5480_length_5824_cov_1.41168__5824__lantipeptide__ANTISMASH__0_5824	"Streptococcus salivarius strain YU10 contig_30, whole genome shotgun sequence"	NZ_JJMS01000030	99.829	100	N/A	N/A	Firmicutes	Streptococcus salivarius
V1.UC21.4__NODE_379_length_57398_cov_4.0252__39556__arylpolyene__ANTISMASH__0_39556	"Enterobacter sp. BIDMC99 aetzb-supercont1.1, whole genome shotgun sequence"	NZ_KQ089963	99.955	100	N/A	N/A	Proteobacteria	Enterobacter sp. BIDMC99
V1.UC21.4__NODE_1318_length_24264_cov_18.7472__24264__lantipeptide__ANTISMASH__0_24264	"Blautia wexlerae strain 2789STDY5834911, whole genome shotgun sequence"	NZ_CZAW01000028	94.643	50	Blautia wexlerae	Firmicutes		
V1.UC21.4__NODE_2620_length_13973_cov_2.66166__13973__siderophore__ANTISMASH__0_13973	"Enterobacter cloacae strain OS_04_026_-1 scaffold00001, whole genome shotgun sequence"	NZ_NCRW01000001	100	99	Enterobacter cloacae	Proteobacteria		
V1.UC23.1__NODE_3910_length_6217_cov_1.33544__6217__other__ANTISMASH__0_6217	"Eubacterium ramulus strain 21 contig203, whole genome shotgun sequence"	NZ_JRFU01000203	94.223	78	N/A	N/A	Firmicutes	Eubacterium ramulus
V1.UC24.0__NODE_13_length_166603_cov_10.2427__43260__nrps__ANTISMASH__94591_137851	"Coprococcus eutactus strain 2789STDY5608888, whole genome shotgun sequence"	NZ_CYYE01000002	98.648	57	Coprococcus eutactus	Firmicutes		
V1.UC24.0__NODE_681_length_25720_cov_4.37886__25720__sactipeptide__ANTISMASH__0_25720	"Blautia sp. Marseille-P2398, whole genome shotgun sequence"	NZ_LT546007	94.872	61	N/A	N/A	Firmicutes	Blautia sp. Marseille-P2398
V1.UC2.4__NODE_255_length_44674_cov_4.17408__16798__lantipeptide__ANTISMASH__27876_44674	"Blautia wexlerae strain 2789STDY5834911, whole genome shotgun sequence"	NZ_CZAW01000034	99.61	89	Blautia wexlerae	Firmicutes		
V1.UC2.4__NODE_1038_length_16570_cov_2.70319__16570__lantipeptide__ANTISMASH__0_16570	"Blautia obeum strain 2789STDY5834861, whole genome shotgun sequence"	NZ_CYZP01000002	97.161	86	Blautia obeum	Firmicutes		
V1.UC2.4__NODE_1272_length_14434_cov_2.52611__14434__lantipeptide__ANTISMASH__0_14434	"Alistipes putredinis DSM 17216 Scfld_02_7, whole genome shotgun sequence"	NZ_DS499577	99.297	62	Alistipes putredinis DSM 17216	Bacteroidetes		
V1.UC2.4__NODE_3111_length_7415_cov_2.68125__7415__nrps__ANTISMASH__0_7415	"Blautia wexlerae strain 2789STDY5834863, whole genome shotgun sequence"	NZ_CYZN01000002	95.603	64	Blautia wexlerae	Firmicutes		
V1.UC2.4__NODE_4132_length_6007_cov_1.53545__5307__bacteriocin__ANTISMASH__700_6007	"Lactobacillus gasseri strain UMB0099 .16933_8_13.3, whole genome shotgun sequence"	NZ_PKKC01000003	99.411	99	Lactobacillus gasseri	Firmicutes		
V1.UC2.4__NODE_4141_length_5995_cov_2.60758__5995__other__ANTISMASH__0_5995	"Blautia sp. Marseille-P2398, whole genome shotgun sequence"	NZ_LT546010	99.12	99	N/A	N/A	Firmicutes	Blautia sp. Marseille-P2398
V1.UC25.0__NODE_269_length_48007_cov_4.57804__6063__bacteriocin__ANTISMASH__0_6063	"Streptococcus salivarius SK126 contig00001, whole genome shotgun sequence"	NZ_ACLO01000062	92.619	100	Streptococcus salivarius SK126	Firmicutes		
V1.UC25.0__NODE_2159_length_11270_cov_2.0239__11270__lassopeptide__ANTISMASH__0_11270	"Streptococcus salivarius strain 20-12 S2 SAS201000002, whole genome shotgun sequence"	NZ_LXMC01000002	99.077	99	Streptococcus salivarius	Firmicutes		
V1.UC25.1__NODE_66_length_115282_cov_14.8577__47596__arylpolyene__ANTISMASH__41402_88998	"Bacteroides sp. AR20, whole genome shotgun sequence"	NZ_FOBY01000002	99.474	99	Bacteroides sp. AR20	Bacteroidetes		
V1.UC25.1__NODE_2072_length_15433_cov_3.27858__15433__resorcinol__ANTISMASH__0_15433	"Porphyromonas uenonis 60-3 ctg1118640599584, whole genome shotgun sequence"	NZ_ACLR01000226	95.955	53	Porphyromonas uenonis 60-3	Bacteroidetes		
V1.UC25.1__NODE_2456_length_13453_cov_2.73369__13453__arylpolyene__ANTISMASH__0_13453	"Alistipes onderdonkii strain An90 An90_contig_6, whole genome shotgun sequence"	NZ_NFHB01000006	96.504	55	Alistipes onderdonkii	Bacteroidetes		
V1.UC26.0__NODE_810_length_27637_cov_3.26525__27637__nrps__ANTISMASH__0_27637	"Finegoldia magna strain DSM 20470 Ga0244520_101, whole genome shotgun sequence"	NZ_QGTH01000001	99.805	99	N/A	N/A	Firmicutes	Finegoldia magna
V1.UC26.0__NODE_1001_length_24196_cov_1.68763__24196__bacteriocin__ANTISMASH__0_24196	"Anaerostipes hadrus strain 2789STDY5834860, whole genome shotgun sequence"	NZ_CYZM01000002	99.365	64	Anaerostipes hadrus	Firmicutes		
V1.UC26.0__NODE_2138_length_14483_cov_9.66392__14483__other__ANTISMASH__0_14483	"Bifidobacterium longum subsp. infantis EK3 seq30, whole genome shotgun sequence"	NZ_JNWB01000030	90.665	65	Bifidobacterium longum subsp. infantis EK3	Actinobacteria		
V1.UC26.4__NODE_150_length_110805_cov_6.08781__41381__nrps__ANTISMASH__69424_110805	"Peptostreptococcus anaerobius strain MJR8628A Scaffold170, whole genome shotgun sequence"	NZ_KQ961837	99.767	99	Peptostreptococcus anaerobius	Firmicutes		
V1.UC26.4__NODE_500_length_57939_cov_3.42504__23420__nrps__ANTISMASH__0_23420	"Blautia obeum strain 2789STDY5608837, whole genome shotgun sequence"	NZ_CYZD01000004	97.98	88	Blautia obeum	Firmicutes		
V1.UC26.4__NODE_804_length_42164_cov_6.1987__40347__nrps__ANTISMASH__0_40347	"Enterococcus faecalis strain 412_EFLS 513_119886_2193352_445__..._295_, whole genome shotgun sequence"	NZ_JVID01000066	98.131	67	N/A	N/A	Firmicutes	Enterococcus faecalis
V1.UC26.4__NODE_1414_length_26787_cov_21.6012__26787__other__ANTISMASH__0_26787	"Bifidobacterium adolescentis strain AD2-8 Contig_6, whole genome shotgun sequence"	NZ_LNKF01000006	98.432	80	Bifidobacterium adolescentis	Actinobacteria		
V1.UC26.4__NODE_3241_length_12347_cov_47.9258__12347__lassopeptide__ANTISMASH__0_12347	"Porphyromonas asaccharolytica DSM 20707, complete genome"	NC_015501	92.996	51	Porphyromonas asaccharolytica (strain ATCC 25260 / DSM 20707 / BCRC 10618 / JCM 6326 / LMG 13178 / VPI 4198) (Bacteroides asaccharolyticus)	Bacteroidetes		
V1.UC27.0__NODE_1524_length_16793_cov_1.92448__16793__nrps__ANTISMASH__0_16793	"Eubacterium rectale ATCC 33656, complete genome"	NC_012781	98.521	99	Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) (Eubacterium rectale)	Firmicutes		
V1.UC27.0__NODE_1555_length_16542_cov_3.43998__16542__lantipeptide__ANTISMASH__0_16542	"Blautia obeum strain 2789STDY5834861, whole genome shotgun sequence"	NZ_CYZP01000002	98.937	85	Blautia obeum	Firmicutes		
V1.UC28.0__NODE_2_length_233573_cov_4.95209__30557__nrps__ANTISMASH__0_30557	"Coprococcus eutactus strain 2789STDY5608888, whole genome shotgun sequence"	NZ_CYYE01000002	98.079	77	Coprococcus eutactus	Firmicutes		
V1.UC28.0__NODE_1031_length_22935_cov_2.40337__20348__lantipeptide__ANTISMASH__2587_22935	"Blautia obeum strain 2789STDY5834957, whole genome shotgun sequence"	NZ_CZBP01000025	99.041	84	Blautia obeum	Firmicutes		
V1.UC28.0__NODE_5425_length_5327_cov_5.02466__5327__nrps__ANTISMASH__0_5327	"Bacteroides ovatus SD CMC 3f contig00096, whole genome shotgun sequence"	NZ_ADMO01000148	99.959	91	Bacteroides ovatus SD CMC 3f	Bacteroidetes		
V1.UC29.0__NODE_3334_length_7067_cov_1.16415__7067__lantipeptide__ANTISMASH__0_7067	"Angelakisella massiliensis strain Marseille-P3217, whole genome shotgun sequence"	NZ_LT629944	97.752	55	N/A	N/A	Firmicutes	Angelakisella massiliensis
V1.UC30.0__NODE_216_length_56051_cov_2.15803__36381__other__ANTISMASH__0_36381	"Eubacterium ramulus ATCC 29099 Scaffold1513, whole genome shotgun sequence"	NZ_KI271108	99.699	99	Eubacterium ramulus ATCC 29099	Firmicutes		
V1.UC30.0__NODE_562_length_33779_cov_2.07247__15428__lantipeptide__ANTISMASH__18351_33779	"Coprobacillus cateniformis strain D6 cont1.2, whole genome shotgun sequence"	NZ_AKCB01000002	99.936	99	N/A	N/A	Firmicutes	Coprobacillus cateniformis
V1.UC30.0__NODE_1974_length_13613_cov_2.61027__13613__lantipeptide__ANTISMASH__0_13613	"Eubacterium hallii isolate EH1 genome assembly, chromosome: I"	NZ_LT907978	99.824	100	Eubacterium hallii	Firmicutes		
V1.UC3.0__NODE_1016_length_16708_cov_20.079__11280__bacteriocin__ANTISMASH__5428_16708	Streptococcus salivarius JIM8777 complete genome	NC_017595	97.356	89	Streptococcus salivarius (strain JIM8777)	Firmicutes		
V1.UC3.0__NODE_1261_length_14573_cov_2.43264__14573__bacteriocin__ANTISMASH__0_14573	"Haemophilus parainfluenzae strain C2008001710 C2008001710_S19_ctg_3457, whole genome shotgun sequence"	NZ_QEPW01000003	96.759	100	N/A	N/A	Proteobacteria	Haemophilus parainfluenzae
