Sample	CSM5FZ3N	CSM5FZ3R	CSM5FZ3T	CSM5FZ3V	CSM5FZ3X	CSM5FZ3Z	CSM5FZ42	CSM5FZ44	CSM5FZ46	CSM5FZ4C	CSM5LLGB	CSM5MCU4	CSM5MCV1	CSM5MCV5	CSM5MCVB	CSM5MCVD	CSM5MCVF	CSM5MCVJ	CSM5MCVV	CSM5MCVZ	CSM5MCW4	CSM5MCWA	CSM5MCWI	CSM5MCWK	CSM5MCXF	CSM5MCXX	CSM5MCXZ	CSM5YRY7	CSM67U9V	CSM67U9X	CSM67UAI	CSM67UB5	CSM67UB7	CSM67UB9	CSM67UCU	CSM6J2H9	CSM79HG7	CSM79HGR	CSM79HGV	CSM79HH2	CSM79HHW	CSM79HJ2	CSM79HJ4	CSM79HJ6	CSM79HJ8	CSM79HJC	CSM79HJI	CSM79HNY	CSM7CZ2F	CSM7KOKH	CSM7KOKL	CSM7KOKP	CSM7KOQP	CSM7KOQZ	CSM7KOR4	CSM7KOR8	ESM5GEYU	ESM5GEYW	ESM5GEYX	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEB9	ESM5MEBA	ESM5MEBP	ESM5MEDP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM718U9	ESM7F5AE	HSM5FZBP	HSM5FZBQ	HSM5FZBR	HSM5FZC2	HSM5MD3L	HSM5MD49	HSM5MD4A	HSM5MD4B	HSM5MD4P	HSM5MD4U	HSM5MD4W	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5H	HSM5MD5K	HSM5MD5X	HSM5MD5Z	HSM5MD6E	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD7W	HSM5MD7Z	HSM5MD82	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8F	HSM5MD8H	HSM5MD8J	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM5MEE5	HSM67VCX	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM67VIJ	HSM6XRQB	HSM6XRQC	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYWS	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ2J	HSM7CZ2L	HSM7CZ2V	HSM7J4JW	HSM7J4Q3	HSMA33J1	HSMA33NG	MSM5FZ9N	MSM5FZ9Q	MSM5FZ9V	MSM5FZ9X	MSM5FZA2	MSM5LLD6	MSM5LLE3	MSM5LLE9	MSM5LLF2	MSM5LLFG	MSM5LLGD	MSM5LLGF	MSM5LLGH	MSM5LLGJ	MSM5LLGN	MSM5LLGR	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHG	MSM5LLHI	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHX	MSM5LLI2	MSM5LLI4	MSM5LLI6	MSM5LLI8	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLII	MSM5LLIK	MSM5LLIM	MSM5LLIS	MSM5ZOJY	MSM633FF	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2PQ	MSM6J2RG	MSM79H52	MSM79H8J	MSM79H94	MSM79HBX	MSM79HCN	MSM9VZFJ	MSM9VZJJ	MSM9VZLX	MSM9VZM4	MSM9VZMQ	PSM6XBQM	PSM6XBRK	PSM6XBRM	PSM6XBS2	PSM6XBS4	PSM6XBSC	PSM6XBTF	PSM6XBTH	PSM6XBTJ	PSM6XBTN	PSM6XBTZ	PSM6XBVY	PSM7J13U	PSM7J13Y	PSM7J143	PSM7J149	PSM7J19X	PSM7J1B3	PSM7J1BN	PSM7J1CK	PSM7J1CS	PSMA2651
C2071__NODE_1381_length_6632_cov_7.343774__6632__resorcinol__ANTISMASH__0_6632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.889148193	0	2.134593157	2.626321176	1.887965273	0	0	0	0	0	0	0	1.02748599	1.658231842	0	3.256361631	1.206043284	0	0	0	2.173550436	3.054876336	1.321227682	0	2.777989107	4536.371759	1.546008977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.354311764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.270362913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2071__NODE_1282_length_7087_cov_6.421502__7087__arylpolyene__ANTISMASH__0_7087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.1862088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2069__NODE_932_length_11142_cov_39.510147__11142__bacteriocin__ANTISMASH__0_11142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327572781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.657106613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2069__NODE_418_length_21659_cov_8.339335__21659__ladderane-arylpolyene__ANTISMASH__0_21659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.55510059	0	0	0	16.49619174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2069__NODE_312_length_27545_cov_24.762641__27545__nrps__ANTISMASH__0_27545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.413154494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2068__NODE_47_length_28847_cov_5.72114__13160__terpene__ANTISMASH__15687_28847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901228296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.782173766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.788542882	0	0	0	0	0	0	0	8.58033635	0	0	0	0	0	0	0	0	0	0	0.676507561	0	0	0	0	0	8.214041016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2068__NODE_256_length_17003_cov_6.59181__17003__lantipeptide__ANTISMASH__0_17003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.066485369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2060__NODE_21_length_104722_cov_19.3019__47332__nrps__ANTISMASH__8019_55351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8205517	0	0	0	0	0	0	0	0	0	0	0	0	0.928843881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.152194274	0	0	0	0	0	3.07546931	0.324643619	0.326882581	2.056947072	0.599554068	0	0	0	0	0.235762064	0.426668104	0.51564367	0	0	0	0	0	0	0	0	0	0	3.479587329	0	0	0	0	0	0	0	0	0	0	0	2.629933124	0	0	0	0	0	0	0.967046847	2.326224346	0	0	1.163892281	0	0	0	0	0	0	0	0	0	0	0.446375835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.563131644	0.442959186	0.376467895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.160579282	0	0	0	0	36.09645017	0.616272401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.814208059	0	0	0	0	0	0	0	0	0	0
C2060__NODE_21_length_104722_cov_19.3019__42199__ladderane__ANTISMASH__53743_95942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.886440731	0	0	0	0	0	0	0	0	0	0	0	0	0.981986733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.550462596	0	0	0	0	0	3.076428712	0.401926806	0	2.027576571	0.570996833	0	0	0	0	0	0.433803206	0.563127138	0	0	0	0	0	0	0	0	0	0	3.402710942	0	0	0	0	0	0	0	0	0	0	0	2.905549603	0	0	0	0	0	0	0.93203948	1.980275213	0	0	1.157268751	0	0	0	0	0	0	0	0	0	0	0.524976548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.679659066	0.417227517	0.463323306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.069711415	0	0	0	0	38.15071639	0.555472742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.749019615	0	0	0	0	0	0	0	0	0	0
C2048__NODE_534_length_18686_cov_5.68939__10510__bacteriocin__ANTISMASH__8176_18686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.229769475	1.692322186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.433946531	0	0	0	0	0	0	0	0	0	0	0.563017086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77215012	0	0.707781441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.792735672	0.783766195	1.586608978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.491556209	4.271390139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2048__NODE_3223_length_5845_cov_7.53869__5845__nrps__ANTISMASH__0_5845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.168578934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2048__NODE_178_length_33075_cov_21.0369__33075__nrps__ANTISMASH__0_33075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216.8979952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2048__NODE_1179_length_11772_cov_6.09627__11772__arylpolyene__ANTISMASH__0_11772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693.0375781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2047__NODE_697_length_8403_cov_803.121__8403__nrps__ANTISMASH__0_8403	0	0	0	0	0	0	0	0	0	0	0.94985734	0	0	0	0	0	0	0	0	0	3.905617703	0	0	0	0	0	0	0	0	3.029233967	0	0	5.310323397	0	0	0	0	0	0	0	0	3.041006375	0	0	2.449927012	0	1.631913346	0	0	0	0	9381.934437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.775503536	0	0	5456.31385	10.287751	0	0	0	0	0	0	0	5.298807771	9.158701135	0	0	10.36989489	11.01979665	0	0	0	0	0	0	0	0.688674131	0	0	0	1.217451732	0	0	0	0	0	7.103377086	0	0	0	0	15.77645944	0	0	0	0	0	0	0	0	0	0	0	15.48808715	0	7767.960718	0	0	1.216935786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.482319357	0	11.76435174	13.72275144	0	10.55026144	0	0	19.3486688	0	0	0	0	18.59027584	2.28008252	0	0	0	0	0	0	3.656831102	0	5.244307171	0	0	0	0	0	0	0	0	0	3.807208268	1.235801127	0	3.023785649	0	0.758526576	0	0	9271.923907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.395009092	0	0	0	0	0	0	31.39749627	0	5.630266101	0	0	0	0	0	0	0	0
C2047__NODE_57_length_29380_cov_211.37__21761__terpene__ANTISMASH__7619_29380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.819185488	1.50172507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206.1189163	2.777490763	1.781030286	0	0	0	0	0	0	0	2.036159957	0	0	0	0	0	0	0	0	0	0	7.78115987	483.949285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2041__NODE_525_length_12891_cov_31.923__12891__resorcinol__ANTISMASH__0_12891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.501213368	0	0	0	0	0	0	0	0	0	0	0	0	0	40.81278354	0	0	5.762733616	12.99319421	0	0	0	0	0	0	5.968039	0	0	0	13.70492525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.69942551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626.8101938	0	0	0	0	51.00235716	0	13.2429122	0	0	0	0	13.12403185	28.40847568	0	0	0	9.282083459	62.74855153	0	0	0	44.74028132	65.48763598	0	0	0	0	18.98654016	0	0	0	0	0	0	0	0	0	0	27.08479835	19.82181557	496.2174742	415.7967416	0	32.94078522	0	0	0	0	9.919699042	44.02228495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823.5649099	0	0	0	0	0	0	0	0	0	0	486.2701942	0	75.19411068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936.1034355	0	0	0	0
C2039__NODE_3100_length_5326_cov_4.61203__5326__t2pks__ANTISMASH__0_5326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1456.68082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.68513431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2028__NODE_8_length_239300_cov_38.9172__41122__resorcinol__ANTISMASH__141784_182906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.83507738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.092322143	0	0	0	0	0	0	0	0	0	0	0	15.60425766	0	0	0	0	17.98325327	1.149528624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.478216375	0	0	0	0	0	1.549759406	0	0	0	0	0	0	0	0	0	0	0	0	0	0.990019142	0	1.577817208	1.291162272	5.367556137	1.006079294	0	0	1.623036525	0	0	0	0	0	0	0	0	0	1.748362219	0	0
C2028__NODE_249_length_51109_cov_32.4172__41143__resorcinol__ANTISMASH__3413_44556	0	0	0	0	0	0	0	0	0	0	0	0	4.275573098	1.18194753	0.571430465	0	0	0	3.432300511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.072903982	0	0	0	0	0	0	0.976535063	0	0	0	0	0	0	0	0	0	0	0	7.549547108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.847778466	0	0	0	0	4.56617432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446487122	0	0	0	0	0	0	0	0	0	0	0	0	0	3.215398999	0	0	0	0	0	2.768036473	0	0	0	0	0	0	0	0	0	0	0	0	0	15.36490168	0	0	0	0	7.728728605	5.703228563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.150926784	0	0	0	0	0	0	3.992291485	0	0	0	0	16.67378057	0	0	0	0.442061973	0	0	0	0	0.755295614	0	0	0	4.07982325	1.29457835	0	0	0	0	0	0.843884171	0	0	0	0
C2028__NODE_2_length_468845_cov_28.9611__48061__arylpolyene__ANTISMASH__222540_270601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.033970285	3.857191455	2.706982062	2.025974191	0	1.675728958	0	0	0	0	0	9.432545802	0	0	0	0	0.35945781	0	0	0	0	0	0	0.296501881	0	4.115723758	0	0	0	0	0	0	0	0	1.188165699	1.087911065	2.370395713	0	0	0	0	0	0	0	0	2.118299238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87856513	1.437779839	0.916641096	4.980059012	0.578709452	0	0	0	0	0	0.525960003	2.488025045	0	0	1.907493225	0	2.579510219	0.492665669	0	0.436773403	0	0	0	2.724171589	0	1.499820894	0.49556237	0	1.612713822	0	2.120880338	1.343150695	1.672239415	3.02735081	2.771909045	7.009010065	0.351032104	0	0	0	0	2.541351153	5.557354113	2.056242043	4.830054688	1.782224805	0	0	1.502673859	0	0	4.065538049	0	0	5.570903248	1.392099851	0	0.988821167	1.160687925	0	1.669647733	0	0	0	0	0	0	0	0	0	3.631915948	0	0	0	0	1.111800446	8.914357336	0	0	0	0	5.846666947	6.331956495	7.612848216	0	1.519670004	0	0	0	0	0	0.78019943	0.585334311	0	0	0	1.142445702	0	0	0	2.705596933	0	0	0	0	1.208765144	0.371751446	2.039124705	0	0	0	0.434837926	0	0	0	0	0	1.329153268	0	0	0	0	0	0	0	1.561060378	0	0	0	0	0	0	0	0	0	0	1.924065346
C2028__NODE_1014_length_17670_cov_53.8611__17670__nrps__ANTISMASH__0_17670	1.686082473	0.893264274	40.90477407	1.592131162	32.25200481	25.49261165	37.91425679	29.51422631	31.29384171	1.120116328	1.971931865	0	7.196592304	24.82248514	1.369801726	1.186273598	0	27.16957991	6.02386903	0	0	3.818504104	1.452878608	3.755528934	0	1.314529605	2.214306702	2.222880866	21.72100389	44.00467819	0	27.98646898	19.51500948	28.04585057	0	0	13.65608991	0	0.497585895	2.56492635	8.898171013	30.74863003	31.78821793	0	22.23322067	32.9744446	4.853170845	0	7.002481072	32.18833849	26.08017675	32.12136895	0	23.50384231	29.53693712	23.92036219	0	7.545213461	8.985742663	17.60947238	0	0	0	0	0	1.628164007	0	0	15.95052693	0	0	0	5.486173363	14.49242513	0	0	0	0	14.43418934	0	0	0	36.85977563	0	0	17.7822361	9.541423839	7.770778195	12.07777354	5.640989665	0	0	8.68387277	0	0	0	0	14.01406862	12.83517076	24.2858938	0	36.85976793	6.741116781	12.44573449	3.051664182	1.577756002	0	0	0	1.837187922	10.0908562	3.116663532	0	48.55462423	21.56092799	54.30643606	3.553809839	9.744977136	4.107405104	4.724901169	9.587242289	5.077691028	7.499599976	0.928700984	23.1258167	0	13.28004083	17.53603897	17.92534454	13.22646316	5.901316842	7.25592567	0	4.938038181	1.528744855	24.38271391	3.433096146	0	3.764539754	0	2.264763393	9.625893459	28.5160995	1.039357587	7.241319499	3.207818528	0	0	0	0	0	0	0	0	2.174908941	11.85603429	14.88688159	20.193834	18.34594322	7.433678852	18.8126879	9.470744714	0	0	0	0	10.34482998	7.833974131	8.31261074	0	10.23243887	0.911496753	0.884239067	0	1.141971396	1.012080247	6.314348225	7.057275769	5.18396249	0	0	0.921278119	0	0	0	2.533743669	0	0	0	18.06541859	1.429454531	17.76519316	4.227424915	0	0	17.36253496	36.24994908	36.75362154	0	12.00417161	34.0799303	12.13386386	13.18707696	12.85518915	8.043002868	8.577531351	17.8808753	10.59709007	0	5.13939275	16.61947779	11.69874468	0	0	0	0	0	4.740188278	0	14.58426656	0	0
