BGC,log(HighestMean_AllClasses),class_discriminitive,LDA_score,LEfSe_pvalue,manual_pvalue,NCBI refrence sequence acession number,Taxa Name,Phylum
V1.UC42.0__NODE_7_length_268921_cov_3.5584__69904__nrps-t1pks__ANTISMASH__36550_106454,1.2478972745,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.UC2.4__NODE_1272_length_14434_cov_2.52611__14434__lantipeptide__ANTISMASH__0_14434,3.53273650669,-,-,-,0.0145216807679434,NZ_DS499577,Alistipes putredinis DSM 17216,Bacteroidetes
V1.CD19.0__NODE_740_length_36398_cov_5.41485__33886__nrps__ANTISMASH__2512_36398,0,-,-,-,NaN,N/A,N/A,Unassigned
O2.UC32.0__NODE_1132_length_20647_cov_4.73038__20647__resorcinol__ANTISMASH__0_20647,3.12037516303,-,-,-,0.262589875884644,NZ_JNHJ01000029,Bacteroides vulgatus str. 3775 SR(B) 19,Bacteroidetes
O2.UC40.0__NODE_1784_length_14157_cov_1.48986__8202__bacteriocin__ANTISMASH__5955_14157,1.80582044941,-,-,-,0.272163476922754,N/A,N/A,Unassigned
O2.UC29.0__NODE_35_length_101001_cov_8.79352__23227__lassopeptide__ANTISMASH__40983_64210,2.65870738307,-,-,-,0.272163476922754,N/A,N/A,Unassigned
V1.UC17.2__NODE_1156_length_22344_cov_4.80304__22344__nrps__ANTISMASH__0_22344,2.12829024555,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.CD18.0__NODE_6_length_258760_cov_82.7547__41143__resorcinol__ANTISMASH__86669_127812,3.99399705352,-,-,-,0.353291422825761,NZ_JH724268,Bacteroides uniformis CL03T12C37,Bacteroidetes
O2.UC26.0__NODE_79_length_109477_cov_2.7509__43175__nrps__ANTISMASH__4338_47513,2.80388931277,CD,2.59699509918,0.00378698000552,0.00378698000552343,NZ_LN999827,Clostridium sp. AT4,Firmicutes
V1.UC40.0__NODE_388_length_49667_cov_3.91062__27174__arylpolyene__ANTISMASH__0_27174,2.77091742635,-,-,-,0.209945414619177,N/A,N/A,Unassigned
O2.UC60.0__NODE_5168_length_5891_cov_1.27707__5891__nrps__ANTISMASH__0_5891,3.86658352925,-,-,-,0.224757434843584,NZ_LT546010,Blautia sp. Marseille-P2398,Firmicutes
V1.UC24.0__NODE_681_length_25720_cov_4.37886__25720__sactipeptide__ANTISMASH__0_25720,3.32777601877,UC,2.93988065393,0.000619409120722,0.000619409120721634,N/A,N/A,Unassigned
O2.UC35.0__NODE_1425_length_18261_cov_1.33831__18261__arylpolyene__ANTISMASH__0_18261,3.23714699879,-,-,-,0.410147869482825,NZ_LRGD01000022,Bacteroides cellulosilyticus,Bacteroidetes
O2.UC30.0__NODE_1245_length_17671_cov_2.03646__17671__other__ANTISMASH__0_17671,2.85687160304,UC,2.71149307375,0.00140271036072,0.00140271036071762,N/A,N/A,Unassigned
O2.UC34.0__NODE_123_length_56194_cov_4.53738__20198__bacteriocin-proteusin__ANTISMASH__10755_30953,2.17898685949,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.CD18.0__NODE_2491_length_8501_cov_2.16919__8501__arylpolyene-nrps__ANTISMASH__0_8501,1.8095762878,-,-,-,0.327455107911981,N/A,N/A,Unassigned
O2.UC4.2__NODE_2059_length_15857_cov_3.27876__12846__lantipeptide__ANTISMASH__3011_15857,1.78197395179,-,-,-,0.356672031948739,N/A,N/A,Unassigned
O2.UC12.2__NODE_1403_length_17624_cov_5.41402__15597__lantipeptide__ANTISMASH__2027_17624,2.49030127858,-,-,-,0.356672031948739,N/A,N/A,Unassigned
V1.UC31.4__NODE_3457_length_9939_cov_9.78936__9939__nrps__ANTISMASH__0_9939,3.18737348056,UC,2.81057800286,0.000300536828701,0.000300536828700549,N/A,N/A,Unassigned
V1.UC52.1__NODE_216_length_76233_cov_8.06455__46165__nrps__ANTISMASH__16646_62811,3.84145310991,-,-,-,0.193653724277585,NZ_EQ973356,Bacteroides sp. 2_2_4,Bacteroidetes
O2.UC49.2__NODE_2620_length_9828_cov_1.60759__9828__sactipeptide__ANTISMASH__0_9828,1.6934648791,-,-,-,0.563922257375829,NZ_MPDJ01000002,Eisenbergiella tayi,Firmicutes
V1.CD21.0__NODE_1203_length_16973_cov_2.879__16973__nrps__ANTISMASH__0_16973,2.37025456019,CD,2.23278598165,0.00872625620492,0.00872625620492488,N/A,N/A,Unassigned
V1.UC26.0__NODE_46_length_120663_cov_2.61501__22730__lantipeptide__ANTISMASH__8497_31227,1.68081472501,-,-,-,0.563922257375829,N/A,N/A,Unassigned
O2.UC27.0__NODE_3490_length_8048_cov_1.35756__8048__bacteriocin__ANTISMASH__0_8048,3.14030893203,-,-,-,0.847534978020376,NZ_JUVN01000095,Streptococcus salivarius,Firmicutes
V1.CD21.4__NODE_765_length_22253_cov_4.46495__22253__lantipeptide__ANTISMASH__0_22253,2.7899051909,CD,2.51256328051,6.7379738685e-07,6.7379738685048e-07,NZ_CP030280,Blautia sp. N6H1-15,Firmicutes
V1.UC27.0__NODE_345_length_39358_cov_2.65484__36794__nrps__ANTISMASH__0_36794,2.08281241577,-,-,-,0.162821822751433,N/A,N/A,Unassigned
O2.UC12.2__NODE_160_length_60804_cov_2.13803__22997__transatpks__ANTISMASH__37807_60804,2.09180004959,-,-,-,0.478253695985279,N/A,N/A,Unassigned
V1.CD27.0__NODE_2649_length_10270_cov_1.6928__10270__arylpolyene__ANTISMASH__0_10270,3.37755546495,-,-,-,0.184012310965529,NZ_JH724294,Bacteroides xylanisolvens CL03T12C04,Bacteroidetes
V1.UC55.4__NODE_4_length_453528_cov_8.44019__22700__lantipeptide__ANTISMASH__380667_403367,2.45861082156,-,-,-,0.0402392946666523,N/A,N/A,Unassigned
V1.UC45.0__NODE_3282_length_7333_cov_2.75543__7333__lantipeptide__ANTISMASH__0_7333,2.492741452,-,-,-,0.961766979319646,N/A,N/A,Unassigned
V1.CD7.0__NODE_1296_length_12802_cov_7.41359__12802__resorcinol__ANTISMASH__0_12802,3.96720172839,-,-,-,0.906530828543176,NZ_KB890385,Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,Bacteroidetes
O2.UC17.2__NODE_4209_length_7910_cov_4.22164__7910__lantipeptide__ANTISMASH__0_7910,2.60655166834,-,-,-,0.310984456208192,NZ_PRLF01000040,Faecalibacterium prausnitzii,Firmicutes
V1.UC28.0__NODE_1031_length_22935_cov_2.40337__20348__lantipeptide__ANTISMASH__2587_22935,3.80611050657,-,-,-,0.0187152995947218,NZ_CZBP01000025,Blautia obeum,Firmicutes
O2.UC21.2__NODE_2452_length_11089_cov_2.17428__11089__arylpolyene__ANTISMASH__0_11089,2.15255172966,-,-,-,0.878573449977969,N/A,N/A,Unassigned
V1.CD38.0__NODE_1485_length_22894_cov_6.94982__22894__lantipeptide__ANTISMASH__0_22894,2.10834580232,-,-,-,0.209945414619177,NZ_AGBV01000006,Streptococcus salivarius M18,Firmicutes
V1.CD25.4__NODE_241_length_82764_cov_14.1841__43296__nrps__ANTISMASH__13873_57169,3.80856721508,-,-,-,0.0509768981016512,NZ_ACII02000003,Ruminococcus sp. 5_1_39BFAA,Firmicutes
V1.UC35.0__NODE_3761_length_8328_cov_3.02937__8328__nrps__ANTISMASH__0_8328,3.81787344289,-,-,-,0.0149661192964691,NZ_CYXM01000006,Eubacterium rectale,Firmicutes
V1.CD18.3__NODE_78_length_114577_cov_12.9704__43190__nrps__ANTISMASH__49316_92506,3.43748321467,CD,3.17271202597,2.47285990893e-20,2.47285990893117e-20,NZ_KQ235913,Clostridium clostridioforme WAL-7855,Firmicutes
V1.UC4.0__NODE_990_length_18361_cov_2.56883__18361__nrps__ANTISMASH__0_18361,2.37636781568,-,-,-,0.209945414619177,N/A,N/A,Unassigned
V1.UC56.0__NODE_263_length_42781_cov_4.52212__22829__lantipeptide__ANTISMASH__5414_28243,1.85099503464,-,-,-,0.478253695985279,N/A,N/A,Unassigned
V1.UC16.0__NODE_189_length_45866_cov_5.01882__25422__nrps__ANTISMASH__20444_45866,2.58694879787,-,-,-,0.0458210191913595,N/A,N/A,Unassigned
O2.UC38.0__NODE_1737_length_10512_cov_4.13742__10512__nrps__ANTISMASH__0_10512,3.89412373105,-,-,-,0.0772976347281487,NZ_CZAW01000013,Blautia wexlerae,Firmicutes
V1.UC40.0__NODE_1422_length_20304_cov_4.52593__15088__bacteriocin__ANTISMASH__5216_20304,2.8271340912,-,-,-,0.0237001673221264,N/A,N/A,Unassigned
V1.UC39.0__NODE_1500_length_20430_cov_2.82096__20430__nrps__ANTISMASH__0_20430,1.84519603473,-,-,-,0.356672031948739,NZ_BAHW02000027,Clostridiales bacterium VE202-09,Firmicutes
V1.UC55.0__NODE_645_length_52850_cov_6.31664__45787__nrps__ANTISMASH__7063_52850,2.38651466408,-,-,-,0.310984456208192,N/A,N/A,Unassigned
O2.UC24.2__NODE_172_length_69760_cov_6.1967__12422__bacteriocin__ANTISMASH__30117_42539,2.43173206652,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC55.0__NODE_4056_length_11937_cov_2.38815__11937__nrps__ANTISMASH__0_11937,1.80254014552,-,-,-,0.184806511102482,NZ_KI391947,Ruminococcaceae bacterium D16,Firmicutes
V1.UC2.0__NODE_5480_length_5824_cov_1.41168__5824__lantipeptide__ANTISMASH__0_5824,2.00416672353,-,-,-,0.338697898561948,NZ_JJMS01000030,Streptococcus salivarius,Firmicutes
V1.UC31.4__NODE_1711_length_19262_cov_3.82678__19262__arylpolyene__ANTISMASH__0_19262,2.42508793257,-,-,-,0.325205005322814,NZ_KQ968580,Sutterella sp. KLE1602,Proteobacteria
V1.UC57.0__NODE_526_length_30686_cov_3.98273__27496__nrps__ANTISMASH__3190_30686,2.73479133332,-,-,-,0.929513454042022,N/A,N/A,Unassigned
V1.CD30.0__NODE_115_length_60362_cov_11.0903__34843__nrps__ANTISMASH__0_34843,2.57398514043,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.CD36.0__NODE_839_length_38782_cov_4.06035__38782__arylpolyene__ANTISMASH__0_38782,2.83967086798,-,-,-,0.283051647753368,NZ_GL636543,Sutterella wadsworthensis 3_1_45B,Proteobacteria
V1.CD28.0__NODE_8_length_217992_cov_5.14966__13362__microcin__ANTISMASH__204630_217992,3.87022046258,-,-,-,0.753197047681665,NZ_GG698602,Dialister invisus DSM 15470,Firmicutes
V1.CD36.0__NODE_50_length_152134_cov_7.67276__43633__arylpolyene__ANTISMASH__54463_98096,2.22014614351,-,-,-,0.700088848304008,N/A,N/A,Unassigned
V1.CD34.0__NODE_116_length_88006_cov_11.3962__44178__nrps__ANTISMASH__0_44178,2.31125210238,-,-,-,0.310984456208192,NZ_OLMR01000003,Anaeromassilibacillus sp. Marseille-P3876,Firmicutes
V1.UC40.0__NODE_67_length_109100_cov_9.55918__39402__arylpolyene__ANTISMASH__0_39402,2.26300641695,-,-,-,0.970205832541088,N/A,N/A,Unassigned
V1.UC40.0__NODE_3696_length_8870_cov_4.36676__8870__nrps__ANTISMASH__0_8870,2.08992454834,-,-,-,0.478253695985279,N/A,N/A,Unassigned
V1.UC48.0__NODE_2643_length_14945_cov_8.99087__14945__arylpolyene__ANTISMASH__0_14945,4.57749912343,CD,4.0038532705,4.18267880022e-05,4.18267880021604e-05,NZ_NFIK01000003,Bacteroides dorei,Bacteroidetes
O2.UC56.0__NODE_3304_length_9281_cov_2.06148__9281__terpene__ANTISMASH__0_9281,2.46621476769,-,-,-,0.452265324334816,N/A,N/A,Unassigned
O2.UC46.0__NODE_463_length_35135_cov_10.4706__13471__lantipeptide__ANTISMASH__21664_35135,3.01590549141,-,-,-,0.355091531291092,N/A,N/A,Unassigned
V1.CD41.0__NODE_100_length_108541_cov_8.66845__100392__otherks-transatpks__ANTISMASH__0_100392,2.43124963456,-,-,-,0.0869381377073078,N/A,N/A,Unassigned
V1.CD10.0__NODE_139_length_45764_cov_2.38955__16622__bacteriocin__ANTISMASH__6137_22759,2.6985278249,-,-,-,0.171637878093567,NZ_NCXC01000005,Lactococcus lactis,Firmicutes
O2.UC48.2__NODE_1779_length_15780_cov_4.06773__15780__lantipeptide__ANTISMASH__0_15780,2.42246827721,-,-,-,0.502873742899222,N/A,N/A,Unassigned
O2.UC37.2__NODE_244_length_72723_cov_4.06338__17653__lantipeptide__ANTISMASH__0_17653,1.82399274899,-,-,-,0.310984456208192,N/A,N/A,Unassigned
V1.CD6.4__NODE_127_length_71057_cov_8.47168__14799__lantipeptide__ANTISMASH__56258_71057,3.10089797441,-,-,-,0.982730238569597,N/A,N/A,Unassigned
V1.UC58.0__NODE_3069_length_11685_cov_4.12717__11685__arylpolyene__ANTISMASH__0_11685,1.83244814782,-,-,-,0.478253695985279,N/A,N/A,Unassigned
O2.UC34.0__NODE_1224_length_13288_cov_5.13617__13288__t1pks__ANTISMASH__0_13288,2.76443546876,-,-,-,0.840680188446935,N/A,N/A,Unassigned
V1.UC51.0__NODE_4693_length_7049_cov_2.7881__7049__terpene__ANTISMASH__0_7049,2.95290076785,-,-,-,0.216331949961632,NZ_PJKV01000001,Akkermansia muciniphila,Verrucomicrobia
V1.UC50.1__NODE_137_length_93009_cov_21.7606__41143__resorcinol__ANTISMASH__20103_61246,4.34786907194,-,-,-,0.211586100473711,NZ_CBVI010000097,Bacteroides timonensis,Bacteroidetes
V1.CD41.0__NODE_1572_length_24274_cov_4.60911__24274__nrps__ANTISMASH__0_24274,1.94559406449,-,-,-,0.512255569964818,NZ_PPDA01000010,Veillonella sp. S13053-19,Firmicutes
O2.UC40.0__NODE_5343_length_5908_cov_2.36785__5908__other__ANTISMASH__0_5908,3.02717466432,-,-,-,0.0402392946666523,N/A,N/A,Unassigned
V1.CD10.0__NODE_47_length_96882_cov_2.3724__40183__ladderane__ANTISMASH__0_40183,2.70736169008,CD,2.75027795948,0.00872625620492,0.00872625620492488,NZ_NCXC01000002,Lactococcus lactis,Firmicutes
V1.CD10.0__NODE_22_length_166537_cov_7.06979__34609__bacteriocin-lantipeptide__ANTISMASH__62148_96757,3.48546168519,-,-,-,0.374654867489756,N/A,N/A,Unassigned
V1.UC4.0__NODE_301_length_33586_cov_4.63201__24552__bacteriocin__ANTISMASH__9034_33586,2.40545750406,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.CD41.0__NODE_43_length_139509_cov_97.9643__53525__nrps__ANTISMASH__80787_134312,3.57546714067,CD,3.27987468749,1.80541353429e-05,1.80541353429028e-05,NZ_AYJZ01000014,Escherichia coli FAH1,Proteobacteria
V1.CD22.0__NODE_341_length_64110_cov_3.2955__9681__bacteriocin__ANTISMASH__0_9681,0,-,-,-,NaN,N/A,N/A,Unassigned
V1.UC26.4__NODE_804_length_42164_cov_6.1987__40347__nrps__ANTISMASH__0_40347,1.95378582267,-,-,-,0.563922257375829,NZ_AWXD01000008,Peptoniphilus sp. BV3AC2,Firmicutes
V1.UC52.0__NODE_396_length_45082_cov_11.8857__23700__bacteriocin__ANTISMASH__21382_45082,2.28383701573,-,-,-,0.478253695985279,N/A,N/A,Unassigned
V1.UC26.4__NODE_150_length_110805_cov_6.08781__41381__nrps__ANTISMASH__69424_110805,2.24702869035,-,-,-,0.310984456208192,NZ_KQ961837,Peptostreptococcus anaerobius,Firmicutes
O2.UC29.0__NODE_1252_length_15038_cov_5.20818__15038__other__ANTISMASH__0_15038,3.48944575378,-,-,-,0.394226680480206,NZ_JMLH01000050,Clostridium saccharogumia DSM 17460,Firmicutes
V1.UC53.4__NODE_488_length_31560_cov_5.67386__28910__arylpolyene__ANTISMASH__2650_31560,2.36494875843,-,-,-,0.411300459413516,N/A,N/A,Unassigned
V1.CD22.0__NODE_785_length_38783_cov_122.936__21891__arylpolyene__ANTISMASH__0_21891,0,-,-,-,NaN,N/A,N/A,Unassigned
O2.UC36.2__NODE_4401_length_5541_cov_3.42891__5541__lantipeptide__ANTISMASH__0_5541,4.20061517892,-,-,-,0.0411332717982741,NZ_AXVN01000148,Blautia wexlerae DSM 19850,Firmicutes
V1.CD35.0__NODE_1628_length_7748_cov_5.81542__7748__lantipeptide__ANTISMASH__0_7748,2.05239698103,-,-,-,0.098591544955578,NZ_FCFA01000178,Ruminococcus gnavus,Firmicutes
V1.UC1.0__NODE_1178_length_21947_cov_2.40837__21947__lantipeptide__ANTISMASH__0_21947,1.85245483713,-,-,-,0.692824434952629,NZ_PYLQ01000020,Lachnoclostridium sp. SNUG30099,Firmicutes
V1.UC49.1__NODE_286_length_82670_cov_6.11085__30936__lantipeptide__ANTISMASH__20279_51215,2.08402888502,-,-,-,0.356672031948739,NZ_CP018937,Bacteroides fragilis,Bacteroidetes
V1.UC13.3__NODE_1109_length_23662_cov_9.63892__10210__microcin__ANTISMASH__0_10210,3.263286696,-,-,-,0.39246933880922,NZ_LT996885,Dialister sp. Marseille-P5638,Firmicutes
O2.UC18.2__NODE_323_length_46847_cov_2.24906__33267__bacteriocin__ANTISMASH__13580_46847,1.69424383643,-,-,-,0.563922257375829,N/A,N/A,Unassigned
O2.UC35.0__NODE_5232_length_6902_cov_1.50577__6902__nrps__ANTISMASH__0_6902,3.07596845925,-,-,-,0.010057527343991,N/A,N/A,Unassigned
V1.UC30.0__NODE_1030_length_22587_cov_1.50475__22587__lantipeptide__ANTISMASH__0_22587,1.15496589103,-,-,-,0.35018544944539,N/A,N/A,Unassigned
V1.UC50.1__NODE_286_length_63962_cov_28.7727__44154__arylpolyene__ANTISMASH__0_44154,2.67020885585,-,-,-,0.478253695985279,N/A,N/A,Unassigned
O2.UC24.2__NODE_2118_length_12087_cov_1.1358__12087__nrps__ANTISMASH__0_12087,1.86433199816,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC31.0__NODE_991_length_22514_cov_2.45683__21107__bacteriocin__ANTISMASH__1407_22514,1.56044977773,-,-,-,0.356672031948739,NZ_KV813675,Streptococcus sp. HMSC078D09,Firmicutes
V1.CD29.0__NODE_795_length_29664_cov_6.14273__23708__nrps__ANTISMASH__0_23708,2.20704305044,-,-,-,0.0867565402227687,N/A,N/A,Unassigned
V1.UC28.0__NODE_2_length_233573_cov_4.95209__30557__nrps__ANTISMASH__0_30557,3.03702931587,-,-,-,0.0458210191913595,N/A,N/A,Unassigned
V1.UC9.0__NODE_2_length_137022_cov_1.97144__18483__lantipeptide__ANTISMASH__0_18483,1.84304429206,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC53.4__NODE_127_length_60146_cov_3.19251__32237__nrps__ANTISMASH__27909_60146,3.02642675958,-,-,-,0.0270964896588807,N/A,N/A,Unassigned
V1.UC4.5__NODE_1645_length_27262_cov_18.5874__27262__arylpolyene__ANTISMASH__0_27262,4.1034050964,-,-,-,0.193964443745553,N/A,N/A,Unassigned
O2.UC26.2__NODE_98_length_110703_cov_5.60755__10723__bacteriocin__ANTISMASH__99980_110703,2.17755637659,-,-,-,0.35018544944539,NZ_LS483487,Fusobacterium ulcerans,Fusobacteria
O2.UC50.0__NODE_528_length_35020_cov_1.46509__32862__lantipeptide__ANTISMASH__2158_35020,2.06411943643,-,-,-,0.563922257375829,NZ_JH594596,Odoribacter laneus YIT 12061,Bacteroidetes
V1.UC50.1__NODE_4278_length_9483_cov_2.95789__9483__nrps__ANTISMASH__0_9483,1.59033801258,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.UC55.4__NODE_1865_length_27691_cov_7.17441__14919__lantipeptide__ANTISMASH__12772_27691,2.74170882338,-,-,-,0.238361038754298,N/A,N/A,Unassigned
V1.UC10.2__NODE_1834_length_16696_cov_6.92368__16696__lantipeptide__ANTISMASH__0_16696,2.57583162071,-,-,-,0.184806511102482,N/A,N/A,Unassigned
O2.UC46.2__NODE_4840_length_7300_cov_1.25783__7300__lantipeptide__ANTISMASH__0_7300,3.19538943463,-,-,-,0.462122899685197,N/A,N/A,Unassigned
V1.CD17.4__NODE_4957_length_7396_cov_3.24956__7396__lantipeptide__ANTISMASH__0_7396,1.98586536973,-,-,-,0.0869381377073078,N/A,N/A,Unassigned
O2.UC35.0__NODE_5102_length_7056_cov_1.13027__7056__bacteriocin__ANTISMASH__0_7056,2.90055726416,-,-,-,0.149414965501351,NZ_LSIW01000060,Streptococcus sp. CCH5-D3,Firmicutes
O2.UC44.0__NODE_15_length_182565_cov_4.22931__43532__arylpolyene__ANTISMASH__46462_89994,2.6682936871,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC44.0__NODE_3842_length_8063_cov_1.44993__8063__resorcinol__ANTISMASH__0_8063,3.01780428671,-,-,-,0.0521327457326809,N/A,N/A,Unassigned
V1.UC45.0__NODE_2925_length_8164_cov_3.38463__8164__nrps__ANTISMASH__0_8164,3.05865117429,-,-,-,0.0208499668744775,NZ_CYXR01000007,Coprococcus comes,Firmicutes
V1.CD38.0__NODE_468_length_50392_cov_6.9943__50392__nrps__ANTISMASH__0_50392,2.57909681471,-,-,-,0.356672031948739,NZ_BBEP01000013,Ruminococcus champanellensis (strain DSM 18848 / JCM 17042 / KCTC 15320 / 18P13),Firmicutes
V1.UC2.4__NODE_1038_length_16570_cov_2.70319__16570__lantipeptide__ANTISMASH__0_16570,3.75125780167,-,-,-,0.0413932859052837,N/A,N/A,Unassigned
O2.UC13.2__NODE_296_length_62893_cov_7.84734__20891__bacteriocin__ANTISMASH__42002_62893,2.91958744509,-,-,-,0.23881588778877,N/A,N/A,Unassigned
O2.UC26.0__NODE_209_length_70255_cov_3.85875__30443__lantipeptide__ANTISMASH__39812_70255,2.25539874962,-,-,-,0.209945414619177,N/A,N/A,Unassigned
V1.UC31.0__NODE_580_length_35518_cov_4.16474__32924__lantipeptide__ANTISMASH__2594_35518,3.17599662889,-,-,-,0.0521327457326809,N/A,N/A,Unassigned
V1.UC55.4__NODE_8369_length_6083_cov_2.46251__6083__other__ANTISMASH__0_6083,3.07326251554,-,-,-,0.0334773808340225,NZ_CYYA01000016,Eubacterium ramulus,Firmicutes
V1.UC30.0__NODE_1721_length_15433_cov_2.04207__15433__nrps__ANTISMASH__0_15433,2.98704120439,-,-,-,0.0119149494824713,N/A,N/A,Unassigned
O2.UC26.2__NODE_140_length_90144_cov_5.01744__42430__other__ANTISMASH__19722_62152,3.22900187,-,-,-,0.143198315581126,NZ_JGEO01000047,Bacteroides fragilis str. S24L34,Bacteroidetes
O2.UC37.2__NODE_786_length_35300_cov_5.98561__26046__other__ANTISMASH__0_26046,2.40019279396,-,-,-,0.42833820000368,NZ_CP016877,Streptococcus thermophilus,Firmicutes
V1.UC14.1__NODE_395_length_46764_cov_7.24606__46764__nrps-t1pks__ANTISMASH__0_46764,1.6430631711,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.UC55.0__NODE_306_length_77262_cov_5.08463__51526__nrps__ANTISMASH__25736_77262,2.0146131555,-,-,-,0.14353222089636,N/A,N/A,Unassigned
V1.UC4.5__NODE_4790_length_11143_cov_1.76524__11143__nrps__ANTISMASH__0_11143,1.53728844154,-,-,-,0.162821822751433,N/A,N/A,Unassigned
V1.CD22.0__NODE_1142_length_29553_cov_3.52492__29553__ladderane-nrps__ANTISMASH__0_29553,1.14293767184,-,-,-,0.684274002857647,N/A,N/A,Unassigned
O2.UC51.0__NODE_19_length_172368_cov_7.02516__24652__nrps__ANTISMASH__0_24652,3.08068067803,-,-,-,0.0402392946666523,NZ_CYXU01000001,Coprococcus eutactus,Firmicutes
V1.UC16.0__NODE_1233_length_13017_cov_3.09158__13017__bacteriocin__ANTISMASH__0_13017,1.8519303828,-,-,-,0.633149896366619,NZ_AUJF01000011,Blautia wexlerae AGR2146,Firmicutes
V1.UC58.0__NODE_5035_length_7995_cov_2.85126__7995__nrps__ANTISMASH__0_7995,2.15047025131,-,-,-,0.23881588778877,NZ_CYZD01000004,Blautia obeum,Firmicutes
V1.CD41.0__NODE_109_length_105688_cov_4.31867__42571__other__ANTISMASH__20202_62773,1.90099510778,-,-,-,0.0139250616788644,N/A,N/A,Unassigned
O2.UC5.0__NODE_1966_length_13195_cov_1.81233__13195__arylpolyene__ANTISMASH__0_13195,2.25542424626,-,-,-,0.700088848304008,N/A,N/A,Unassigned
O2.UC1.2__NODE_1958_length_15005_cov_1.59826__15005__arylpolyene__ANTISMASH__0_15005,2.90462528076,-,-,-,0.23881588778877,N/A,N/A,Unassigned
V1.CD20.4__NODE_3621_length_10460_cov_4.95877__10460__nrps__ANTISMASH__0_10460,3.10696676691,-,-,-,0.804322293862609,N/A,N/A,Unassigned
O2.UC51.2__NODE_6087_length_7538_cov_1.82547__7538__arylpolyene__ANTISMASH__0_7538,3.0062649064,-,-,-,0.0679521339535468,NC_015160,Odoribacter splanchnicus (strain ATCC 29572 / DSM 20712 / CIP 104287 / JCM 15291 / NCTC 10825 / 1651/6) (Bacteroides splanchnicus),Bacteroidetes
O2.UC16.2__NODE_202_length_38619_cov_3.95963__33918__nrps__ANTISMASH__0_33918,2.56469786755,-,-,-,0.563922257375829,N/A,N/A,Unassigned
V1.UC57.0__NODE_265_length_41682_cov_3.26171__21764__amglyccycl__ANTISMASH__4814_26578,0,-,-,-,NaN,N/A,N/A,Unassigned
O2.UC5.2__NODE_1475_length_13677_cov_2.00103__13677__lantipeptide__ANTISMASH__0_13677,1.76006887787,-,-,-,0.478253695985279,N/A,N/A,Unassigned
O2.UC56.0__NODE_381_length_54263_cov_8.8974__37224__nrps__ANTISMASH__0_37224,1.91376062334,-,-,-,0.982120839572034,N/A,N/A,Unassigned
O2.UC51.2__NODE_137_length_100686_cov_22.0268__18231__bacteriocin__ANTISMASH__82455_100686,3.70556759205,UC,3.36056654597,0.00591277412346,0.00591277412345657,NZ_NNBY01000045,Ruminococcus bromii,Firmicutes
V1.UC39.0__NODE_8_length_168187_cov_4.12498__52608__nrps__ANTISMASH__46266_98874,2.24227413729,-,-,-,0.656130676960419,NZ_NOXF01000001,Clostridium leptum DSM 753,Firmicutes
V1.UC35.0__NODE_3750_length_8343_cov_4.01617__8343__nrps__ANTISMASH__0_8343,3.34794787407,UC,2.9097471215,0.000816190464596,0.000816190464596441,NZ_CYZD01000004,Blautia obeum,Firmicutes
O2.UC57.0__NODE_680_length_25878_cov_3.12582__23488__nrps__ANTISMASH__2390_25878,2.06209062536,-,-,-,0.411300459413516,N/A,N/A,Unassigned
V1.UC17.2__NODE_5413_length_5766_cov_2.00543__5766__other__ANTISMASH__0_5766,2.29787226799,-,-,-,0.310984456208192,N/A,N/A,Unassigned
O2.UC1.2__NODE_2735_length_11824_cov_7.70023__11824__microcin__ANTISMASH__0_11824,4.04488172787,UC,3.75179426829,0.000866979707495,0.000866979707494501,NZ_DS499550,Eubacterium siraeum DSM 15702,Firmicutes
V1.UC5.3__NODE_9784_length_5328_cov_2.80713__5328__nrps__ANTISMASH__0_5328,2.17169957416,-,-,-,0.322519299925832,N/A,N/A,Unassigned
O2.UC52.0__NODE_1080_length_18444_cov_4.11382__18444__terpene__ANTISMASH__0_18444,1.53703579507,-,-,-,0.272163476922754,N/A,N/A,Unassigned
O2.UC43.0__NODE_116_length_51678_cov_5.91577__42434__arylpolyene__ANTISMASH__0_42434,3.25760477953,-,-,-,0.310984456208192,N/A,N/A,Unassigned
V1.UC26.0__NODE_1448_length_19030_cov_4.60211__10274__microcin__ANTISMASH__8756_19030,2.02430659266,-,-,-,0.684274002857647,N/A,N/A,Unassigned
V1.UC17.2__NODE_5797_length_5378_cov_5.92899__5378__arylpolyene__ANTISMASH__0_5378,2.44324812857,-,-,-,0.478253695985279,NZ_LT985750,Alistipes sp. Marseille-P5061,Bacteroidetes
V1.UC5.0__NODE_2999_length_8272_cov_2.30449__8272__bacteriocin__ANTISMASH__0_8272,2.80479662378,-,-,-,0.0108039069757475,NZ_KE698982,Escherichia coli HVH 19 (4-7154984),Proteobacteria
